cls,path,n_vertices,n_faces,n_triangles
Bird,step2_results\normalized\Bird\m51_simplified_norm.obj,9005,17990,17990
Bird,step2_results\normalized\Bird\m52_simplified_norm.obj,9006,17984,17984
Bookset,step2_results\normalized\Bookset\D01009_refined_norm.obj,7515,14096,14096
Bookset,step2_results\normalized\Bookset\D01013_simplified_norm.obj,9131,15654,15654
Bookset,step2_results\normalized\Bookset\D01030_simplified_norm.obj,8956,17824,17824
Bookset,step2_results\normalized\Bookset\D01038_refined_norm.obj,8867,17300,17300
Bookset,step2_results\normalized\Bookset\D01042_refined_norm.obj,7229,12272,12272
Bookset,step2_results\normalized\Bookset\D01050_refined_norm.obj,8225,16320,16320
Bookset,step2_results\normalized\Bookset\D01065_simplified_norm.obj,9046,15158,15158
Bookset,step2_results\normalized\Bookset\D01078_simplified_norm.obj,8966,17383,17383
Bookset,step2_results\normalized\Bookset\D01096_refined_norm.obj,7416,13312,13312
Bookset,step2_results\normalized\Bookset\D01108_refined_norm.obj,6420,12460,12460
Bookset,step2_results\normalized\Bookset\D01109_simplified_norm.obj,8977,17383,17383
Bookset,step2_results\normalized\Bookset\D01110_refined_norm.obj,9646,19044,19044
Bookset,step2_results\normalized\Bookset\D01122_refined_norm.obj,6360,12516,12516
Bookset,step2_results\normalized\Bookset\D01135_refined_norm.obj,6648,12840,12840
Bookset,step2_results\normalized\Bookset\D01146_refined_norm.obj,6896,9392,9392
Bookset,step2_results\normalized\Bookset\D01182_simplified_norm.obj,9019,17639,17639
Bookset,step2_results\normalized\Bookset\D01183_refined_norm.obj,9792,17152,17152
Bookset,step2_results\normalized\Bookset\D01184_simplified_norm.obj,9079,17704,17704
Bookset,step2_results\normalized\Bookset\D01190_refined_norm.obj,9505,18444,18444
Bookset,step2_results\normalized\Bookset\D01199_simplified_norm.obj,8731,17146,17146
Bottle,step2_results\normalized\Bottle\D00020_simplified_norm.obj,9000,17996,17996
Bottle,step2_results\normalized\Bottle\D00123_simplified_norm.obj,9074,17803,17803
Bottle,step2_results\normalized\Bottle\D00139_refined_norm.obj,9729,19352,19352
Bottle,step2_results\normalized\Bottle\D00166_simplified_norm.obj,9057,17863,17863
Bottle,step2_results\normalized\Bottle\D00176_simplified_norm.obj,6800,13596,13596
Bottle,step2_results\normalized\Bottle\D00208_refined_norm.obj,7284,14560,14560
Bottle,step2_results\normalized\Bottle\D00281_simplified_norm.obj,8995,17915,17915
Bottle,step2_results\normalized\Bottle\D00311_simplified_norm.obj,9000,17992,17992
Bottle,step2_results\normalized\Bottle\D00347_refined_norm.obj,8624,17184,17184
Bottle,step2_results\normalized\Bottle\D00350_refined_norm.obj,7471,14736,14736
Bottle,step2_results\normalized\Bottle\D00390_refined_norm.obj,5504,10968,10968
Bottle,step2_results\normalized\Bottle\D00451_kept_norm.obj,9202,18236,18236
Bottle,step2_results\normalized\Bottle\D00679_simplified_norm.obj,9053,17614,17614
Bottle,step2_results\normalized\Bottle\D00696_simplified_norm.obj,9034,17842,17842
Bottle,step2_results\normalized\Bottle\D00711_simplified_norm.obj,8981,17890,17890
Bottle,step2_results\normalized\Bottle\D00716_refined_norm.obj,6776,13360,13360
Bottle,step2_results\normalized\Bottle\D00726_kept_norm.obj,9294,18390,18390
Bottle,step2_results\normalized\Bottle\D00892_refined_norm.obj,9884,19760,19760
Bottle,step2_results\normalized\Bottle\D00940_refined_norm.obj,9949,19872,19872
Bottle,step2_results\normalized\Bottle\D00959_refined_norm.obj,7259,14272,14272
Bottle,step2_results\normalized\Bottle\m482_refined_norm.obj,7929,15199,15199
Bottle,step2_results\normalized\Bottle\m483_simplified_norm.obj,9008,17223,17223
Bottle,step2_results\normalized\Bottle\m484_refined_norm.obj,7174,14208,14208
Bottle,step2_results\normalized\Bottle\m485_refined_norm.obj,7781,14975,14975
Bottle,step2_results\normalized\Bottle\m486_refined_norm.obj,8094,15576,15576
Bottle,step2_results\normalized\Bottle\m487_refined_norm.obj,7721,15104,15104
Bottle,step2_results\normalized\Bottle\m488_refined_norm.obj,9090,18176,18176
Bottle,step2_results\normalized\Bottle\m489_refined_norm.obj,8553,16880,16880
Bottle,step2_results\normalized\Bottle\m490_refined_norm.obj,8596,16960,16960
Bottle,step2_results\normalized\Bottle\m491_refined_norm.obj,8152,15952,15952
Bottle,step2_results\normalized\Bottle\m492_refined_norm.obj,5633,11264,11264
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m382_simplified_norm.obj,9058,17732,17732
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m383_refined_norm.obj,9070,17840,17840
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m384_simplified_norm.obj,9119,15101,15101
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m385_refined_norm.obj,8144,14688,14688
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m386_refined_norm.obj,8044,16032,16032
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m387_simplified_norm.obj,8972,17527,17527
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m389_refined_norm.obj,9579,18514,18514
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m390_refined_norm.obj,5860,11008,11008
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m391_refined_norm.obj,9444,17536,17536
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m392_refined_norm.obj,6872,13568,13568
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m393_simplified_norm.obj,9066,17278,17278
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m394_refined_norm.obj,9810,19152,19152
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m395_refined_norm.obj,6672,11136,11136
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m396_simplified_norm.obj,9127,14964,14964
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m397_simplified_norm.obj,9012,17980,17980
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m398_refined_norm.obj,7518,14976,14976
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m399_simplified_norm.obj,6862,12247,12247
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m400_refined_norm.obj,6710,13184,13184
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m401_kept_norm.obj,6891,13248,13248
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m402_simplified_norm.obj,8750,16830,16830
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m404_simplified_norm.obj,9043,15821,15821
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m405_simplified_norm.obj,9061,17879,17879
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m406_simplified_norm.obj,6817,12751,12751
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m407_simplified_norm.obj,9051,17606,17606
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m408_simplified_norm.obj,9022,17758,17758
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m409_simplified_norm.obj,9041,15102,15102
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m410_simplified_norm.obj,9094,17782,17782
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m412_refined_norm.obj,6443,11248,11248
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m413_simplified_norm.obj,9000,17642,17642
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m414_simplified_norm.obj,9035,17902,17902
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m415_refined_norm.obj,7378,14656,14656
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m416_simplified_norm.obj,6812,12882,12882
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m418_refined_norm.obj,5828,11344,11344
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m420_simplified_norm.obj,6768,12164,12164
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m421_kept_norm.obj,6852,10999,10999
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m470_simplified_norm.obj,9054,17762,17762
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m471_refined_norm.obj,7559,14976,14976
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m472_refined_norm.obj,5638,11264,11264
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m474_simplified_norm.obj,9015,17978,17978
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m475_refined_norm.obj,5796,11264,11264
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m477_simplified_norm.obj,9131,17134,17134
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m478_refined_norm.obj,6472,11920,11920
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m479_refined_norm.obj,8820,16896,16896
BuildingNonResidential,step2_results\normalized\BuildingNonResidential\m481_refined_norm.obj,6380,12128,12128
Bus,step2_results\normalized\Bus\D00084_simplified_norm.obj,8977,16849,16849
Bus,step2_results\normalized\Bus\D00114_simplified_norm.obj,6761,13311,13311
Bus,step2_results\normalized\Bus\D00151_kept_norm.obj,9149,16329,16329
Bus,step2_results\normalized\Bus\D00179_kept_norm.obj,5956,11227,11227
Bus,step2_results\normalized\Bus\D00182_simplified_norm.obj,9047,16944,16944
Bus,step2_results\normalized\Bus\D00264_simplified_norm.obj,8984,17538,17538
Bus,step2_results\normalized\Bus\D00411_simplified_norm.obj,8852,17000,17000
Bus,step2_results\normalized\Bus\D00436_simplified_norm.obj,8959,17809,17809
Bus,step2_results\normalized\Bus\D00446_simplified_norm.obj,8969,17534,17534
Bus,step2_results\normalized\Bus\D00448_simplified_norm.obj,6838,12122,12122
Bus,step2_results\normalized\Bus\D00483_kept_norm.obj,6071,8486,8486
Bus,step2_results\normalized\Bus\D00516_simplified_norm.obj,9050,17569,17569
Bus,step2_results\normalized\Bus\D00677_simplified_norm.obj,8912,15748,15748
Bus,step2_results\normalized\Bus\D00754_kept_norm.obj,8819,16406,16406
Bus,step2_results\normalized\Bus\D00769_kept_norm.obj,8940,16382,16382
Bus,step2_results\normalized\Bus\D00775_kept_norm.obj,9502,17613,17613
